72,x,28.304,27.288,y,129,117
73,x,29.32,28.304,y,31,19
74,x,29.32,28.304,y,45,33
75,x,29.32,28.304,y,59,47
76,x,29.32,28.304,y,73,61
77,x,29.32,28.304,y,87,75
78,x,29.32,28.304,y,101,89
79,x,29.32,28.304,y,115,103
80,x,29.32,28.304,y,129,117
81,x,38.464,37.448,y,31,19
82,x,38.464,37.448,y,45,33
83,x,38.464,37.448,y,59,47
84,x,38.464,37.448,y,73,61
85,x,38.464,37.448,y,87,75
86,x,38.464,37.448,y,101,89
87,x,38.464,37.448,y,115,103
88,x,38.464,37.448,y,129,117
89,x,39.48,38.464,y,31,19
90,x,39.48,38.464,y,45,33
91,x,39.48,38.464,y,59,47
92,x,39.48,38.464,y,73,61
93,x,39.48,38.464,y,87,75
94,x,39.48,38.464,y,101,89
95,x,39.48,38.464,y,115,103
96,x,39.48,38.464,y,129,117
97,x,40.496,39.48,y,31,19
98,x,40.496,39.48,y,45,33
99,x,40.496,39.48,y,59,47
100,x,40.496,39.48,y,73,61
101,x,40.496,39.48,y,87,75
102,x,40.496,39.48,y,101,89
103,x,40.496,39.48,y,115,103
104,x,40.496,39.48,y,129,117
105,x,41.512,40.496,y,31,19
106,x,41.512,40.496,y,45,33
107,x,41.512,40.496,y,59,47
108,x,41.512,40.496,y,73,61
109,x,41.512,40.496,y,87,75
110,x,41.512,40.496,y,101,89
111,x,41.512,40.496,y,115,103
112,x,41.512,40.496,y,129,117
113,x,42.528,41.512,y,31,19
114,x,42.528,41.512,y,45,33
115,x,42.528,41.512,y,59,47
116,x,42.528,41.512,y,73,61
117,x,42.528,41.512,y,87,75
118,x,42.528,41.512,y,101,89
119,x,42.528,41.512,y,115,103
120,x,42.528,41.512,y,129,117
121,x,51.672,50.656,y,31,19
122,x,51.672,50.656,y,45,33
123,x,51.672,50.656,y,59,47
124,x,51.672,50.656,y,73,61
125,x,51.672,50.656,y,87,75
126,x,51.672,50.656,y,101,89
127,x,51.672,50.656,y,115,103
128,x,51.672,50.656,y,129,117
129,x,52.688,51.672,y,31,19
130,x,52.688,51.672,y,45,33
131,x,52.688,51.672,y,59,47
132,x,52.688,51.672,y,73,61
133,x,52.688,51.672,y,87,75
134,x,52.688,51.672,y,101,89
135,x,52.688,51.672,y,115,103
136,x,52.688,51.672,y,129,117
137,x,53.704,52.688,y,31,19
138,x,53.704,52.688,y,45,33
139,x,53.704,52.688,y,59,47
140,x,53.704,52.688,y,73,61
141,x,53.704,52.688,y,87,75
142,x,53.704,52.688,y,101,89
143,x,53.704,52.688,y,115,103
144,x,53.704,52.688,y,129,117
145,x,54.72,53.704,y,31,19
146,x,54.72,53.704,y,45,33
147,x,54.72,53.704,y,59,47
148,x,54.72,53.704,y,73,61
149,x,54.72,53.704,y,87,75
150,x,54.72,53.704,y,101,89
151,x,54.72,53.704,y,115,103
152,x,54.72,53.704,y,129,117
153,x,55.736,54.72,y,31,19
154,x,55.736,54.72,y,45,33
155,x,55.736,54.72,y,59,47
156,x,55.736,54.72,y,73,61
157,x,55.736,54.72,y,87,75
158,x,55.736,54.72,y,101,89
159,x,55.736,54.72,y,115,103
160,x,55.736,54.72,y,129,117
161,x,64.88,63.864,y,31,19
162,x,64.88,63.864,y,45,33
163,x,64.88,63.864,y,59,47
164,x,64.88,63.864,y,73,61
165,x,64.88,63.864,y,87,75
166,x,64.88,63.864,y,101,89
167,x,64.88,63.864,y,115,103
168,x,64.88,63.864,y,129,117
169,x,65.896,64.88,y,31,19
170,x,65.896,64.88,y,45,33
171,x,65.896,64.88,y,59,47
172,x,65.896,64.88,y,73,61
173,x,65.896,64.88,y,87,75
174,x,65.896,64.88,y,101,89
175,x,65.896,64.88,y,115,103
176,x,65.896,64.88,y,129,117
177,x,66.912,65.896,y,31,19
178,x,66.912,65.896,y,45,33
179,x,66.912,65.896,y,59,47
180,x,66.912,65.896,y,73,61
181,x,66.912,65.896,y,87,75
182,x,66.912,65.896,y,101,89
183,x,66.912,65.896,y,115,103
184,x,66.912,65.896,y,129,117
185,x,67.928,66.912,y,31,19
186,x,67.928,66.912,y,45,33
187,x,67.928,66.912,y,59,47
188,x,67.928,66.912,y,73,61
189,x,67.928,66.912,y,87,75
190,x,67.928,66.912,y,101,89
191,x,67.928,66.912,y,115,103
192,x,67.928,66.912,y,129,117
193,x,68.944,67.928,y,31,19
194,x,68.944,67.928,y,45,33
195,x,68.944,67.928,y,59,47
196,x,68.944,67.928,y,73,61
197,x,68.944,67.928,y,87,75
198,x,68.944,67.928,y,101,89
199,x,68.944,67.928,y,115,103
200,x,68.944,67.928,y,129,117
201,x,78.088,77.072,y,31,19
202,x,78.088,77.072,y,45,33
203,x,78.088,77.072,y,59,47
204,x,78.088,77.072,y,73,61
205,x,78.088,77.072,y,87,75
206,x,78.088,77.072,y,101,89
207,x,78.088,77.072,y,115,103
208,x,78.088,77.072,y,129,117
209,x,79.104,78.088,y,31,19
210,x,79.104,78.088,y,45,33
211,x,79.104,78.088,y,59,47
212,x,79.104,78.088,y,73,61
213,x,79.104,78.088,y,87,75
214,x,79.104,78.088,y,101,89
215,x,79.104,78.088,y,115,103
216,x,79.104,78.088,y,129,117
217,x,80.12,79.104,y,31,19
218,x,80.12,79.104,y,45,33
219,x,80.12,79.104,y,59,47
220,x,80.12,79.104,y,73,61
221,x,80.12,79.104,y,87,75
222,x,80.12,79.104,y,101,89
223,x,80.12,79.104,y,115,103
224,x,80.12,79.104,y,129,117
225,x,81.136,80.12,y,31,19
226,x,81.136,80.12,y,45,33
227,x,81.136,80.12,y,59,47
228,x,81.136,80.12,y,73,61
229,x,81.136,80.12,y,87,75
230,x,81.136,80.12,y,101,89
231,x,81.136,80.12,y,115,103
232,x,81.136,80.12,y,129,117
233,x,82.152,81.136,y,31,19
234,x,82.152,81.136,y,45,33
235,x,82.152,81.136,y,59,47
236,x,82.152,81.136,y,73,61
237,x,82.152,81.136,y,87,75
238,x,82.152,81.136,y,101,89
239,x,82.152,81.136,y,115,103
240,x,82.152,81.136,y,129,117
241,x,91.296,90.28,y,31,19
242,x,91.296,90.28,y,45,33
243,x,91.296,90.28,y,59,47
244,x,91.296,90.28,y,73,61
245,x,91.296,90.28,y,87,75
246,x,91.296,90.28,y,101,89
247,x,91.296,90.28,y,115,103
248,x,91.296,90.28,y,129,117
249,x,92.312,91.296,y,31,19
250,x,92.312,91.296,y,45,33
251,x,92.312,91.296,y,59,47
252,x,92.312,91.296,y,73,61
253,x,92.312,91.296,y,87,75
254,x,92.312,91.296,y,101,89
255,x,92.312,91.296,y,115,103
256,x,92.312,91.296,y,129,117
257,x,93.328,92.312,y,31,19
258,x,93.328,92.312,y,45,33
259,x,93.328,92.312,y,59,47
260,x,93.328,92.312,y,73,61
261,x,93.328,92.312,y,87,75
262,x,93.328,92.312,y,101,89
263,x,93.328,92.312,y,115,103
264,x,93.328,92.312,y,129,117
265,x,94.344,93.328,y,31,19
266,x,94.344,93.328,y,45,33
267,x,94.344,93.328,y,59,47
268,x,94.344,93.328,y,73,61
269,x,94.344,93.328,y,87,75
270,x,94.344,93.328,y,101,89
271,x,94.344,93.328,y,115,103
272,x,94.344,93.328,y,129,117
273,x,95.36,94.344,y,31,19
274,x,95.36,94.344,y,45,33
275,x,95.36,94.344,y,59,47
276,x,95.36,94.344,y,73,61
277,x,95.36,94.344,y,87,75
278,x,95.36,94.344,y,101,89
279,x,95.36,94.344,y,115,103
280,x,95.36,94.344,y,129,117
281,x,104.504,103.488,y,31,19
282,x,104.504,103.488,y,45,33
283,x,104.504,103.488,y,59,47
284,x,104.504,103.488,y,73,61
285,x,104.504,103.488,y,87,75
286,x,104.504,103.488,y,101,89
287,x,104.504,103.488,y,115,103
288,x,104.504,103.488,y,129,117
289,x,105.52,104.504,y,31,19
290,x,105.52,104.504,y,45,33
291,x,105.52,104.504,y,59,47
292,x,105.52,104.504,y,73,61
293,x,105.52,104.504,y,87,75
294,x,105.52,104.504,y,101,89
295,x,105.52,104.504,y,115,103
296,x,105.52,104.504,y,129,117
297,x,106.536,105.52,y,31,19
298,x,106.536,105.52,y,45,33
299,x,106.536,105.52,y,59,47
300,x,106.536,105.52,y,73,61
301,x,106.536,105.52,y,87,75
302,x,106.536,105.52,y,101,89
303,x,106.536,105.52,y,115,103
304,x,106.536,105.52,y,129,117
305,x,107.552,106.536,y,31,19
306,x,107.552,106.536,y,45,33
307,x,107.552,106.536,y,59,47
308,x,107.552,106.536,y,73,61
309,x,107.552,106.536,y,87,75
310,x,107.552,106.536,y,101,89
311,x,107.552,106.536,y,115,103
312,x,107.552,106.536,y,129,117
313,x,108.568,107.552,y,31,19
314,x,108.568,107.552,y,45,33
315,x,108.568,107.552,y,59,47
316,x,108.568,107.552,y,73,61
317,x,108.568,107.552,y,87,75
318,x,108.568,107.552,y,101,89
319,x,108.568,107.552,y,115,103
320,x,108.568,107.552,y,129,117
